,Word,Times,Negative,Neutral,Positive,Compound,Classify,Value
415,chairman,1202,0.0,1.0,0.0,0.0,Neutral,0.0
416,pressure,1201,1.0,0.0,0.0,-0.296,Negative,-1.0
417,music,1200,0.0,1.0,0.0,0.0,Neutral,0.0
418,sexual,1199,0.0,1.0,0.0,0.0,Neutral,0.0
419,january,1198,0.0,1.0,0.0,0.0,Neutral,0.0
420,evidence,1197,0.0,1.0,0.0,0.0,Neutral,0.0
421,accuse,1192,1.0,0.0,0.0,-0.2023,Negative,-1.0
422,online,1189,0.0,1.0,0.0,0.0,Neutral,0.0
423,access,1186,0.0,1.0,0.0,0.0,Neutral,0.0
424,walk,1186,0.0,1.0,0.0,0.0,Neutral,0.0
425,benefit,1184,0.0,0.0,1.0,0.4588,Positive,1.0
426,production,1182,0.0,1.0,0.0,0.0,Neutral,0.0
427,warren,1179,0.0,1.0,0.0,0.0,Neutral,0.0
428,michael,1176,0.0,1.0,0.0,0.0,Neutral,0.0
429,fan,1175,0.0,0.0,1.0,0.3182,Positive,1.0
430,follow,1174,0.0,1.0,0.0,0.0,Neutral,0.0
431,london,1173,0.0,1.0,0.0,0.0,Neutral,0.0
432,ceo,1173,0.0,1.0,0.0,0.0,Neutral,0.0
433,girl,1170,0.0,1.0,0.0,0.0,Neutral,0.0
434,conference,1169,0.0,1.0,0.0,0.0,Neutral,0.0
435,minute,1166,0.0,1.0,0.0,0.0,Neutral,0.0
436,baby,1161,0.0,1.0,0.0,0.0,Neutral,0.0
437,fell,1154,0.0,1.0,0.0,0.0,Neutral,0.0
438,space,1152,0.0,1.0,0.0,0.0,Neutral,0.0
439,park,1151,0.0,1.0,0.0,0.0,Neutral,0.0
440,accord,1148,0.0,1.0,0.0,0.0,Neutral,0.0
441,document,1146,0.0,1.0,0.0,0.0,Neutral,0.0
442,cover,1146,0.0,1.0,0.0,0.0,Neutral,0.0
443,medical,1143,0.0,1.0,0.0,0.0,Neutral,0.0
444,final,1143,0.0,1.0,0.0,0.0,Neutral,0.0
445,texas,1143,0.0,1.0,0.0,0.0,Neutral,0.0
446,contribute,1134,0.0,1.0,0.0,0.0,Neutral,0.0
447,pm,1134,0.0,1.0,0.0,0.0,Neutral,0.0
448,december,1133,0.0,1.0,0.0,0.0,Neutral,0.0
449,florida,1129,0.0,1.0,0.0,0.0,Neutral,0.0
450,credit,1118,0.0,0.0,1.0,0.3818,Positive,1.0
451,explain,1115,0.0,1.0,0.0,0.0,Neutral,0.0
452,individual,1114,0.0,1.0,0.0,0.0,Neutral,0.0
453,period,1113,0.0,1.0,0.0,0.0,Neutral,0.0
454,partner,1112,0.0,1.0,0.0,0.0,Neutral,0.0
455,pick,1110,0.0,1.0,0.0,0.0,Neutral,0.0
456,climate,1107,0.0,1.0,0.0,0.0,Neutral,0.0
457,estimate,1104,0.0,1.0,0.0,0.0,Neutral,0.0
458,carry,1100,0.0,1.0,0.0,0.0,Neutral,0.0
459,article,1100,0.0,1.0,0.0,0.0,Neutral,0.0
460,represent,1099,0.0,1.0,0.0,0.0,Neutral,0.0
461,personal,1096,0.0,1.0,0.0,0.0,Neutral,0.0
462,hospital,1092,0.0,1.0,0.0,0.0,Neutral,0.0
463,coronavirus,1091,0.0,1.0,0.0,0.0,Neutral,0.0
464,total,1086,0.0,1.0,0.0,0.0,Neutral,0.0
465,figure,1084,0.0,1.0,0.0,0.0,Neutral,0.0
466,wife,1074,0.0,1.0,0.0,0.0,Neutral,0.0
467,instagram,1070,0.0,1.0,0.0,0.0,Neutral,0.0
468,chance,1069,0.0,0.0,1.0,0.25,Positive,1.0
469,customer,1069,0.0,1.0,0.0,0.0,Neutral,0.0
470,feature,1069,0.0,1.0,0.0,0.0,Neutral,0.0
471,nominee,1069,0.0,1.0,0.0,0.0,Neutral,0.0
472,approach,1068,0.0,1.0,0.0,0.0,Neutral,0.0
473,rep,1068,0.0,1.0,0.0,0.0,Neutral,0.0
474,nuclear,1067,0.0,1.0,0.0,0.0,Neutral,0.0
475,form,1066,0.0,1.0,0.0,0.0,Neutral,0.0
476,attempt,1064,0.0,1.0,0.0,0.0,Neutral,0.0
477,patient,1061,0.0,1.0,0.0,0.0,Neutral,0.0
478,movie,1060,0.0,1.0,0.0,0.0,Neutral,0.0
479,file,1059,0.0,1.0,0.0,0.0,Neutral,0.0
480,wear,1059,0.0,1.0,0.0,0.0,Neutral,0.0
481,bond,1058,0.0,1.0,0.0,0.0,Neutral,0.0
482,budget,1057,0.0,1.0,0.0,0.0,Neutral,0.0
483,red,1057,0.0,1.0,0.0,0.0,Neutral,0.0
484,november,1055,0.0,1.0,0.0,0.0,Neutral,0.0
485,exchange,1051,0.0,1.0,0.0,0.0,Neutral,0.0
486,sit,1051,0.0,1.0,0.0,0.0,Neutral,0.0
487,field,1050,0.0,1.0,0.0,0.0,Neutral,0.0
488,brand,1048,0.0,1.0,0.0,0.0,Neutral,0.0
489,strike,1045,1.0,0.0,0.0,-0.128,Negative,-1.0
490,develop,1038,0.0,1.0,0.0,0.0,Neutral,0.0
491,shot,1037,0.0,1.0,0.0,0.0,Neutral,0.0
492,immigration,1037,0.0,1.0,0.0,0.0,Neutral,0.0
493,fbi,1032,0.0,1.0,0.0,0.0,Neutral,0.0
494,arrest,1030,1.0,0.0,0.0,-0.34,Negative,-1.0
495,situation,1028,0.0,1.0,0.0,0.0,Neutral,0.0
496,politics,1028,0.0,1.0,0.0,0.0,Neutral,0.0
497,condition,1027,0.0,1.0,0.0,0.0,Neutral,0.0
498,design,1025,0.0,1.0,0.0,0.0,Neutral,0.0
499,network,1024,0.0,1.0,0.0,0.0,Neutral,0.0
500,understand,1024,0.0,1.0,0.0,0.0,Neutral,0.0
501,reduce,1022,0.0,1.0,0.0,0.0,Neutral,0.0
502,seat,1020,0.0,1.0,0.0,0.0,Neutral,0.0
503,profit,1019,0.0,0.0,1.0,0.4404,Positive,1.0
504,career,1014,0.0,1.0,0.0,0.0,Neutral,0.0
505,arm,1013,0.0,1.0,0.0,0.0,Neutral,0.0
506,single,1013,0.0,1.0,0.0,0.0,Neutral,0.0
507,model,1011,0.0,1.0,0.0,0.0,Neutral,0.0
508,mexico,1010,0.0,1.0,0.0,0.0,Neutral,0.0
509,opinion,1008,0.0,1.0,0.0,0.0,Neutral,0.0
510,goal,1008,0.0,1.0,0.0,0.0,Neutral,0.0
511,region,1007,0.0,1.0,0.0,0.0,Neutral,0.0
512,worry,1006,1.0,0.0,0.0,-0.4404,Negative,-1.0
513,additional,1005,0.0,1.0,0.0,0.0,Neutral,0.0
514,true,1003,0.0,0.0,1.0,0.4215,Positive,1.0
515,la,1002,0.0,1.0,0.0,0.0,Neutral,0.0
516,british,1001,0.0,1.0,0.0,0.0,Neutral,0.0
517,development,999,0.0,1.0,0.0,0.0,Neutral,0.0
518,heart,998,0.0,1.0,0.0,0.0,Neutral,0.0
519,ally,996,0.0,1.0,0.0,0.0,Neutral,0.0
520,mueller,995,0.0,1.0,0.0,0.0,Neutral,0.0
521,wait,995,0.0,1.0,0.0,0.0,Neutral,0.0
522,protest,995,1.0,0.0,0.0,-0.25,Negative,-1.0
523,expert,994,0.0,1.0,0.0,0.0,Neutral,0.0
524,conduct,993,0.0,1.0,0.0,0.0,Neutral,0.0
525,adviser,993,0.0,1.0,0.0,0.0,Neutral,0.0
526,manager,990,0.0,1.0,0.0,0.0,Neutral,0.0
527,allegation,990,0.0,1.0,0.0,0.0,Neutral,0.0
528,tie,990,0.0,1.0,0.0,0.0,Neutral,0.0
529,struggle,988,1.0,0.0,0.0,-0.3182,Negative,-1.0
530,promise,986,0.0,0.0,1.0,0.3182,Positive,1.0
531,europe,983,0.0,1.0,0.0,0.0,Neutral,0.0
532,apple,981,0.0,1.0,0.0,0.0,Neutral,0.0
533,republicans,981,0.0,1.0,0.0,0.0,Neutral,0.0
534,prime,978,0.0,1.0,0.0,0.0,Neutral,0.0
535,result,978,0.0,1.0,0.0,0.0,Neutral,0.0
536,victim,978,1.0,0.0,0.0,-0.2732,Negative,-1.0
537,operation,977,0.0,1.0,0.0,0.0,Neutral,0.0
538,speech,976,0.0,1.0,0.0,0.0,Neutral,0.0
539,deny,972,1.0,0.0,0.0,-0.34,Negative,-1.0
540,rally,972,0.0,1.0,0.0,0.0,Neutral,0.0
541,happy,972,0.0,0.0,1.0,0.5719,Positive,1.0
542,criminal,971,1.0,0.0,0.0,-0.5267,Negative,-1.0
543,light,969,0.0,1.0,0.0,0.0,Neutral,0.0
544,ad,967,0.0,1.0,0.0,0.0,Neutral,0.0
545,september,967,0.0,1.0,0.0,0.0,Neutral,0.0
546,hop,961,0.0,1.0,0.0,0.0,Neutral,0.0
547,october,961,0.0,1.0,0.0,0.0,Neutral,0.0
548,strategy,958,0.0,1.0,0.0,0.0,Neutral,0.0
549,prosecutor,957,0.0,1.0,0.0,0.0,Neutral,0.0
550,husband,955,0.0,1.0,0.0,0.0,Neutral,0.0
551,draw,954,0.0,1.0,0.0,0.0,Neutral,0.0
552,town,953,0.0,1.0,0.0,0.0,Neutral,0.0
553,earnings,951,0.0,1.0,0.0,0.0,Neutral,0.0
554,spending,951,0.0,1.0,0.0,0.0,Neutral,0.0
555,bear,950,0.0,1.0,0.0,0.0,Neutral,0.0
556,check,950,0.0,1.0,0.0,0.0,Neutral,0.0
557,violence,948,1.0,0.0,0.0,-0.6249,Negative,-1.0
558,governor,948,0.0,1.0,0.0,0.0,Neutral,0.0
559,reveal,947,0.0,1.0,0.0,0.0,Neutral,0.0
560,compare,944,0.0,1.0,0.0,0.0,Neutral,0.0
561,limit,942,0.0,1.0,0.0,0.0,Neutral,0.0
562,answer,941,0.0,1.0,0.0,0.0,Neutral,0.0
563,los,940,0.0,1.0,0.0,0.0,Neutral,0.0
564,debt,938,1.0,0.0,0.0,-0.3612,Negative,-1.0
565,aid,938,0.0,1.0,0.0,0.0,Neutral,0.0
566,building,937,0.0,1.0,0.0,0.0,Neutral,0.0
567,conversation,935,0.0,1.0,0.0,0.0,Neutral,0.0
568,trip,934,0.0,1.0,0.0,0.0,Neutral,0.0
569,saudi,933,0.0,1.0,0.0,0.0,Neutral,0.0
570,robert,931,0.0,1.0,0.0,0.0,Neutral,0.0
571,land,931,0.0,1.0,0.0,0.0,Neutral,0.0
572,february,930,0.0,1.0,0.0,0.0,Neutral,0.0
573,tariff,929,0.0,1.0,0.0,0.0,Neutral,0.0
574,shoot,927,1.0,0.0,0.0,-0.34,Negative,-1.0
575,front,925,0.0,1.0,0.0,0.0,Neutral,0.0
576,previous,923,0.0,1.0,0.0,0.0,Neutral,0.0
577,middle,923,0.0,1.0,0.0,0.0,Neutral,0.0
578,supply,919,0.0,1.0,0.0,0.0,Neutral,0.0
579,block,919,1.0,0.0,0.0,-0.4404,Negative,-1.0
580,easy,918,0.0,0.0,1.0,0.4404,Positive,1.0
581,sense,918,0.0,1.0,0.0,0.0,Neutral,0.0
582,artist,915,0.0,1.0,0.0,0.0,Neutral,0.0
583,asset,914,0.0,0.0,1.0,0.3612,Positive,1.0
584,google,910,0.0,1.0,0.0,0.0,Neutral,0.0
585,hillary,909,0.0,1.0,0.0,0.0,Neutral,0.0
586,difficult,908,1.0,0.0,0.0,-0.3612,Negative,-1.0
587,cite,907,0.0,1.0,0.0,0.0,Neutral,0.0
588,produce,906,0.0,1.0,0.0,0.0,Neutral,0.0
589,movement,904,0.0,1.0,0.0,0.0,Neutral,0.0
590,ground,903,0.0,1.0,0.0,0.0,Neutral,0.0
591,management,902,0.0,1.0,0.0,0.0,Neutral,0.0
592,eye,902,0.0,1.0,0.0,0.0,Neutral,0.0
593,simply,902,0.0,1.0,0.0,0.0,Neutral,0.0
594,pull,901,0.0,1.0,0.0,0.0,Neutral,0.0
595,commission,901,0.0,1.0,0.0,0.0,Neutral,0.0
596,remove,900,0.0,1.0,0.0,0.0,Neutral,0.0
597,amount,900,0.0,1.0,0.0,0.0,Neutral,0.0
598,sector,895,0.0,1.0,0.0,0.0,Neutral,0.0
599,deliver,895,0.0,1.0,0.0,0.0,Neutral,0.0
600,supreme,894,0.0,0.0,1.0,0.5574,Positive,1.0
601,joe,894,0.0,1.0,0.0,0.0,Neutral,0.0
602,island,892,0.0,1.0,0.0,0.0,Neutral,0.0
603,award,891,0.0,0.0,1.0,0.5423,Positive,1.0
604,gas,891,0.0,1.0,0.0,0.0,Neutral,0.0
605,track,891,0.0,1.0,0.0,0.0,Neutral,0.0
606,battle,890,1.0,0.0,0.0,-0.3818,Negative,-1.0
607,legislation,889,0.0,1.0,0.0,0.0,Neutral,0.0
608,proposal,887,0.0,1.0,0.0,0.0,Neutral,0.0
609,summer,886,0.0,1.0,0.0,0.0,Neutral,0.0
610,yield,886,0.0,1.0,0.0,0.0,Neutral,0.0
611,guy,883,0.0,1.0,0.0,0.0,Neutral,0.0
612,flight,883,0.0,1.0,0.0,0.0,Neutral,0.0
613,recession,882,1.0,0.0,0.0,-0.4215,Negative,-1.0
614,weekend,882,0.0,1.0,0.0,0.0,Neutral,0.0
615,east,878,0.0,1.0,0.0,0.0,Neutral,0.0
616,save,878,0.0,0.0,1.0,0.4939,Positive,1.0
617,direct,878,0.0,1.0,0.0,0.0,Neutral,0.0
618,james,877,0.0,1.0,0.0,0.0,Neutral,0.0
619,representative,874,0.0,1.0,0.0,0.0,Neutral,0.0
620,johnson,874,0.0,1.0,0.0,0.0,Neutral,0.0
621,session,874,0.0,1.0,0.0,0.0,Neutral,0.0
622,activity,874,0.0,1.0,0.0,0.0,Neutral,0.0
623,send,872,0.0,1.0,0.0,0.0,Neutral,0.0
624,daily,869,0.0,1.0,0.0,0.0,Neutral,0.0
625,amazon,867,0.0,0.0,1.0,0.1779,Positive,1.0
626,safety,865,0.0,0.0,1.0,0.4215,Positive,1.0
627,august,864,0.0,1.0,0.0,0.0,Neutral,0.0
628,enter,864,0.0,1.0,0.0,0.0,Neutral,0.0
629,piece,864,0.0,1.0,0.0,0.0,Neutral,0.0
630,performance,863,0.0,1.0,0.0,0.0,Neutral,0.0
631,determine,861,0.0,1.0,0.0,0.0,Neutral,0.0
632,rating,861,0.0,1.0,0.0,0.0,Neutral,0.0
633,tech,859,0.0,1.0,0.0,0.0,Neutral,0.0
634,san,857,0.0,1.0,0.0,0.0,Neutral,0.0
635,option,856,0.0,1.0,0.0,0.0,Neutral,0.0
636,choose,855,0.0,1.0,0.0,0.0,Neutral,0.0
637,doctor,855,0.0,1.0,0.0,0.0,Neutral,0.0
638,supporter,850,0.0,0.0,1.0,0.2732,Positive,1.0
639,amid,847,0.0,1.0,0.0,0.0,Neutral,0.0
640,finance,846,0.0,1.0,0.0,0.0,Neutral,0.0
641,spokesman,844,0.0,1.0,0.0,0.0,Neutral,0.0
642,nomination,842,0.0,1.0,0.0,0.0,Neutral,0.0
643,leadership,840,0.0,1.0,0.0,0.0,Neutral,0.0
644,assault,840,1.0,0.0,0.0,-0.5859,Negative,-1.0
645,weapon,840,1.0,0.0,0.0,-0.296,Negative,-1.0
646,disease,839,0.0,1.0,0.0,0.0,Neutral,0.0
647,vehicle,839,0.0,1.0,0.0,0.0,Neutral,0.0
648,reality,839,0.0,1.0,0.0,0.0,Neutral,0.0
649,sanction,839,0.0,1.0,0.0,0.0,Neutral,0.0
650,practice,837,0.0,1.0,0.0,0.0,Neutral,0.0
651,multiple,837,0.0,1.0,0.0,0.0,Neutral,0.0
652,congressional,834,0.0,1.0,0.0,0.0,Neutral,0.0
653,schedule,834,0.0,1.0,0.0,0.0,Neutral,0.0
654,image,832,0.0,1.0,0.0,0.0,Neutral,0.0
655,euro,831,0.0,1.0,0.0,0.0,Neutral,0.0
656,hong,830,0.0,1.0,0.0,0.0,Neutral,0.0
657,paul,828,0.0,1.0,0.0,0.0,Neutral,0.0
658,range,827,0.0,1.0,0.0,0.0,Neutral,0.0
659,britain,827,0.0,1.0,0.0,0.0,Neutral,0.0
660,choice,827,0.0,1.0,0.0,0.0,Neutral,0.0
661,text,825,0.0,1.0,0.0,0.0,Neutral,0.0
662,standard,825,0.0,1.0,0.0,0.0,Neutral,0.0
663,author,823,0.0,1.0,0.0,0.0,Neutral,0.0
664,stage,823,0.0,1.0,0.0,0.0,Neutral,0.0
665,expand,822,0.0,0.0,1.0,0.3182,Positive,1.0
666,avoid,822,1.0,0.0,0.0,-0.296,Negative,-1.0
667,japan,822,0.0,1.0,0.0,0.0,Neutral,0.0
668,citizen,821,0.0,1.0,0.0,0.0,Neutral,0.0
669,character,821,0.0,1.0,0.0,0.0,Neutral,0.0
670,mom,819,0.0,1.0,0.0,0.0,Neutral,0.0
671,refer,816,0.0,1.0,0.0,0.0,Neutral,0.0
672,immigrant,816,0.0,1.0,0.0,0.0,Neutral,0.0
673,syria,815,0.0,1.0,0.0,0.0,Neutral,0.0
674,picture,813,0.0,1.0,0.0,0.0,Neutral,0.0
675,user,813,0.0,1.0,0.0,0.0,Neutral,0.0
676,lack,812,1.0,0.0,0.0,-0.3182,Negative,-1.0
677,version,810,0.0,1.0,0.0,0.0,Neutral,0.0
678,professor,810,0.0,1.0,0.0,0.0,Neutral,0.0
679,improve,808,0.0,0.0,1.0,0.4404,Positive,1.0
680,gold,808,0.0,1.0,0.0,0.0,Neutral,0.0
681,cash,807,0.0,1.0,0.0,0.0,Neutral,0.0
682,protection,806,0.0,1.0,0.0,0.0,Neutral,0.0
683,prevent,805,0.0,0.0,1.0,0.0258,Positive,1.0
684,attention,805,0.0,1.0,0.0,0.0,Neutral,0.0
685,defend,804,0.0,1.0,0.0,0.0,Neutral,0.0
686,kong,803,0.0,1.0,0.0,0.0,Neutral,0.0
687,property,803,0.0,1.0,0.0,0.0,Neutral,0.0
688,george,802,0.0,1.0,0.0,0.0,Neutral,0.0
689,education,801,0.0,1.0,0.0,0.0,Neutral,0.0
690,identify,801,0.0,1.0,0.0,0.0,Neutral,0.0
691,surprise,801,0.0,0.0,1.0,0.2732,Positive,1.0
692,korean,801,0.0,1.0,0.0,0.0,Neutral,0.0
693,wrong,800,1.0,0.0,0.0,-0.4767,Negative,-1.0
694,rest,800,0.0,1.0,0.0,0.0,Neutral,0.0
695,class,797,0.0,1.0,0.0,0.0,Neutral,0.0
696,sport,796,0.0,1.0,0.0,0.0,Neutral,0.0
697,mind,794,0.0,1.0,0.0,0.0,Neutral,0.0
698,brown,793,0.0,1.0,0.0,0.0,Neutral,0.0
699,spread,791,0.0,1.0,0.0,0.0,Neutral,0.0
700,tv,791,0.0,1.0,0.0,0.0,Neutral,0.0
701,propose,791,0.0,1.0,0.0,0.0,Neutral,0.0
702,abuse,789,1.0,0.0,0.0,-0.6369,Negative,-1.0
703,kim,789,0.0,1.0,0.0,0.0,Neutral,0.0
704,restaurant,789,0.0,1.0,0.0,0.0,Neutral,0.0
705,net,788,0.0,1.0,0.0,0.0,Neutral,0.0
706,currency,788,0.0,1.0,0.0,0.0,Neutral,0.0
707,critic,788,1.0,0.0,0.0,-0.2732,Negative,-1.0
708,inside,786,0.0,1.0,0.0,0.0,Neutral,0.0
709,actor,785,0.0,1.0,0.0,0.0,Neutral,0.0
710,score,783,0.0,1.0,0.0,0.0,Neutral,0.0
711,shift,782,0.0,1.0,0.0,0.0,Neutral,0.0
712,appeal,781,0.0,1.0,0.0,0.0,Neutral,0.0
713,slow,780,0.0,1.0,0.0,0.0,Neutral,0.0
714,airline,780,0.0,1.0,0.0,0.0,Neutral,0.0
715,voice,780,0.0,1.0,0.0,0.0,Neutral,0.0
716,remember,779,0.0,1.0,0.0,0.0,Neutral,0.0
717,website,778,0.0,1.0,0.0,0.0,Neutral,0.0
718,civil,778,0.0,1.0,0.0,0.0,Neutral,0.0
719,popular,778,0.0,0.0,1.0,0.4215,Positive,1.0
720,lawsuit,777,1.0,0.0,0.0,-0.2263,Negative,-1.0
721,labor,774,0.0,1.0,0.0,0.0,Neutral,0.0
722,positive,773,0.0,0.0,1.0,0.5574,Positive,1.0
723,producer,772,0.0,1.0,0.0,0.0,Neutral,0.0
724,worth,772,0.0,0.0,1.0,0.2263,Positive,1.0
725,annual,771,0.0,1.0,0.0,0.0,Neutral,0.0
726,search,771,0.0,1.0,0.0,0.0,Neutral,0.0
727,update,769,0.0,1.0,0.0,0.0,Neutral,0.0
728,plant,769,0.0,1.0,0.0,0.0,Neutral,0.0
729,association,768,0.0,1.0,0.0,0.0,Neutral,0.0
730,song,767,0.0,1.0,0.0,0.0,Neutral,0.0
731,criticize,767,1.0,0.0,0.0,-0.3818,Negative,-1.0
732,angeles,767,0.0,1.0,0.0,0.0,Neutral,0.0
733,insurance,766,0.0,1.0,0.0,0.0,Neutral,0.0
734,aim,766,0.0,1.0,0.0,0.0,Neutral,0.0
735,manage,765,0.0,1.0,0.0,0.0,Neutral,0.0
736,allege,764,0.0,1.0,0.0,0.0,Neutral,0.0
737,trumpdonald,763,0.0,1.0,0.0,0.0,Neutral,0.0
738,resident,761,0.0,1.0,0.0,0.0,Neutral,0.0
739,income,759,0.0,1.0,0.0,0.0,Neutral,0.0
740,israel,759,0.0,1.0,0.0,0.0,Neutral,0.0
741,witness,759,0.0,1.0,0.0,0.0,Neutral,0.0
742,mile,758,0.0,1.0,0.0,0.0,Neutral,0.0
743,operate,757,0.0,1.0,0.0,0.0,Neutral,0.0
744,incident,757,0.0,1.0,0.0,0.0,Neutral,0.0
745,http,757,0.0,1.0,0.0,0.0,Neutral,0.0
746,contract,755,0.0,1.0,0.0,0.0,Neutral,0.0
747,owner,755,0.0,1.0,0.0,0.0,Neutral,0.0
748,victory,755,0.0,1.0,0.0,0.0,Neutral,0.0
749,emergency,753,1.0,0.0,0.0,-0.3818,Negative,-1.0
750,counsel,749,0.0,1.0,0.0,0.0,Neutral,0.0
751,platform,749,0.0,1.0,0.0,0.0,Neutral,0.0
752,french,748,0.0,1.0,0.0,0.0,Neutral,0.0
753,survey,748,0.0,1.0,0.0,0.0,Neutral,0.0
754,feed,748,0.0,1.0,0.0,0.0,Neutral,0.0
755,king,747,0.0,1.0,0.0,0.0,Neutral,0.0
756,hotel,747,0.0,1.0,0.0,0.0,Neutral,0.0
757,treatment,747,0.0,1.0,0.0,0.0,Neutral,0.0
758,carolina,744,0.0,1.0,0.0,0.0,Neutral,0.0
759,purchase,744,0.0,1.0,0.0,0.0,Neutral,0.0
760,main,743,0.0,1.0,0.0,0.0,Neutral,0.0
761,door,743,0.0,1.0,0.0,0.0,Neutral,0.0
762,attend,743,0.0,1.0,0.0,0.0,Neutral,0.0
763,client,742,0.0,1.0,0.0,0.0,Neutral,0.0
764,complete,742,0.0,1.0,0.0,0.0,Neutral,0.0
765,episode,742,0.0,1.0,0.0,0.0,Neutral,0.0
766,opposition,741,0.0,1.0,0.0,0.0,Neutral,0.0
767,ensure,741,0.0,0.0,1.0,0.3818,Positive,1.0
768,bit,741,0.0,1.0,0.0,0.0,Neutral,0.0
769,ability,741,0.0,0.0,1.0,0.3182,Positive,1.0
770,success,740,0.0,0.0,1.0,0.5719,Positive,1.0
771,enforcement,739,0.0,1.0,0.0,0.0,Neutral,0.0
772,trading,738,0.0,1.0,0.0,0.0,Neutral,0.0
773,france,738,0.0,1.0,0.0,0.0,Neutral,0.0
774,green,738,0.0,1.0,0.0,0.0,Neutral,0.0
775,finally,738,0.0,1.0,0.0,0.0,Neutral,0.0
776,panel,737,0.0,1.0,0.0,0.0,Neutral,0.0
777,fox,736,0.0,1.0,0.0,0.0,Neutral,0.0
778,train,735,0.0,1.0,0.0,0.0,Neutral,0.0
779,road,735,0.0,1.0,0.0,0.0,Neutral,0.0
780,mayor,735,0.0,1.0,0.0,0.0,Neutral,0.0
781,dog,735,0.0,1.0,0.0,0.0,Neutral,0.0
782,dress,734,0.0,1.0,0.0,0.0,Neutral,0.0
783,mike,731,0.0,1.0,0.0,0.0,Neutral,0.0
784,advance,727,0.0,1.0,0.0,0.0,Neutral,0.0
785,damage,725,1.0,0.0,0.0,-0.4939,Negative,-1.0
786,ready,723,0.0,0.0,1.0,0.3612,Positive,1.0
787,boy,720,0.0,1.0,0.0,0.0,Neutral,0.0
788,independent,717,0.0,1.0,0.0,0.0,Neutral,0.0
789,reserve,717,0.0,1.0,0.0,0.0,Neutral,0.0
790,safe,716,0.0,0.0,1.0,0.4404,Positive,1.0
791,cast,716,0.0,1.0,0.0,0.0,Neutral,0.0
792,virus,716,0.0,1.0,0.0,0.0,Neutral,0.0
793,deep,714,0.0,1.0,0.0,0.0,Neutral,0.0
794,treat,713,0.0,0.0,1.0,0.4019,Positive,1.0
795,trust,711,0.0,0.0,1.0,0.5106,Positive,1.0
796,bush,711,0.0,1.0,0.0,0.0,Neutral,0.0
797,contact,710,0.0,1.0,0.0,0.0,Neutral,0.0
798,hearing,710,0.0,1.0,0.0,0.0,Neutral,0.0
799,favorite,709,0.0,0.0,1.0,0.4588,Positive,1.0
800,pretty,709,0.0,0.0,1.0,0.4939,Positive,1.0
801,hurt,709,1.0,0.0,0.0,-0.5267,Negative,-1.0
802,spot,708,0.0,1.0,0.0,0.0,Neutral,0.0
803,unit,707,0.0,1.0,0.0,0.0,Neutral,0.0
804,conflict,706,1.0,0.0,0.0,-0.3182,Negative,-1.0
805,perform,704,0.0,1.0,0.0,0.0,Neutral,0.0
806,urge,704,0.0,1.0,0.0,0.0,Neutral,0.0
807,affair,704,0.0,1.0,0.0,0.0,Neutral,0.0
808,cancer,704,1.0,0.0,0.0,-0.6597,Negative,-1.0
809,lie,703,0.0,1.0,0.0,0.0,Neutral,0.0
810,bar,702,0.0,1.0,0.0,0.0,Neutral,0.0
811,loan,701,0.0,1.0,0.0,0.0,Neutral,0.0
812,beijing,699,0.0,1.0,0.0,0.0,Neutral,0.0
813,announcement,698,0.0,1.0,0.0,0.0,Neutral,0.0
814,type,696,0.0,1.0,0.0,0.0,Neutral,0.0
815,suspect,695,1.0,0.0,0.0,-0.296,Negative,-1.0
816,common,695,0.0,1.0,0.0,0.0,Neutral,0.0
817,approve,694,0.0,1.0,0.0,0.0,Neutral,0.0
818,ukraine,694,0.0,1.0,0.0,0.0,Neutral,0.0
819,television,692,0.0,1.0,0.0,0.0,Neutral,0.0
820,museum,689,0.0,1.0,0.0,0.0,Neutral,0.0
821,sentence,688,0.0,0.0,1.0,0.0772,Positive,1.0
822,floor,688,0.0,1.0,0.0,0.0,Neutral,0.0
823,engage,687,0.0,0.0,1.0,0.34,Positive,1.0
824,accept,687,0.0,0.0,1.0,0.3818,Positive,1.0
825,beat,687,0.0,1.0,0.0,0.0,Neutral,0.0
826,natural,686,0.0,0.0,1.0,0.3612,Positive,1.0
827,regulation,686,0.0,1.0,0.0,0.0,Neutral,0.0
828,threaten,685,1.0,0.0,0.0,-0.3818,Negative,-1.0
829,brexit,684,0.0,1.0,0.0,0.0,Neutral,0.0
830,prison,684,1.0,0.0,0.0,-0.5106,Negative,-1.0
831,brother,684,0.0,1.0,0.0,0.0,Neutral,0.0
832,scene,683,0.0,1.0,0.0,0.0,Neutral,0.0
833,oppose,682,0.0,1.0,0.0,0.0,Neutral,0.0
834,recall,681,0.0,1.0,0.0,0.0,Neutral,0.0
835,replace,679,0.0,1.0,0.0,0.0,Neutral,0.0
836,commit,679,0.0,0.0,1.0,0.296,Positive,1.0
837,earn,675,0.0,1.0,0.0,0.0,Neutral,0.0
838,ryan,675,0.0,1.0,0.0,0.0,Neutral,0.0
839,sound,673,0.0,1.0,0.0,0.0,Neutral,0.0
840,population,672,0.0,1.0,0.0,0.0,Neutral,0.0
841,foot,672,0.0,1.0,0.0,0.0,Neutral,0.0
842,corporate,671,0.0,1.0,0.0,0.0,Neutral,0.0
843,eat,670,0.0,1.0,0.0,0.0,Neutral,0.0
844,rival,669,0.0,1.0,0.0,0.0,Neutral,0.0
